Knowledge ID	Chinese Question	English Question	Chinese Answer	English Answer	Chinese Explanation	English Explanation	Category	Subcategory	Era	Region	Difficulty	Source	Source Date	Fact Checked	Tags
gov-township-025	乡镇政府属于中国行政体系的哪个层级？	At which level do township and town governments sit?	乡级，是正式地方行政的基层层级。	The township level, the grassroots tier of formal local administration.	乡、民族乡和镇管理本区域行政事务并执行上级决定。	Townships, ethnic townships, and towns administer local affairs and implement higher-level decisions.	government	local_government	contemporary	china	foundation	GOV_LOCAL_GOVERNMENT;GOV_ADMIN	2026-08-06	2026-08-06	qtype::classification
gov-municipality-026	直辖市与普通城市最关键的行政区别是什么？	What is the key administrative difference between a municipality and an ordinary city?	直辖市与省同级，直接受中央政府管辖。	A municipality ranks with a province and is directly under the central government.	普通地级市通常隶属于一个省或自治区。	An ordinary prefecture-level city generally belongs to a province or autonomous region.	government	administrative_types	contemporary	china	foundation	GOV_ADMIN	2026-08-06	2026-08-06	qtype::comparison
gov-autonomy-027	民族自治地方的自治机关包括哪些基本机构？	Which basic institutions serve as autonomous organs in ethnic autonomous areas?	本级人民代表大会和人民政府。	The local people's congress and people's government.	宪法和民族区域自治法律规定自治机关在统一国家制度内行使相关自治权。	The Constitution and regional ethnic autonomy law provide for relevant autonomous powers within the unified state system.	government	administrative_types	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::classification
gov-sar-028	特别行政区制度由哪个国家机关决定设立？	Which state body decides to establish a special administrative region and its system?	全国人民代表大会。	The National People's Congress.	宪法授权全国人大决定特别行政区的设立及其制度安排。	The Constitution authorizes the NPC to decide on establishing special administrative regions and their systems.	government	administrative_types	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::function
gov-village-029	村民委员会是一级政府吗？	Is a villagers' committee a level of government?	不是；它是基层群众性自治组织。	No; it is a grassroots mass self-governance organization.	村委会处理村级公共事务，但乡镇政府才是正式行政层级的基层政府。	It handles village public affairs, while the township government is the lowest formal administrative government tier.	government	grassroots_governance	contemporary	rural_china	foundation	GOV_LOCAL_GOVERNMENT	2026-08-06	2026-08-06	qtype::comparison
gov-neighborhood-030	居民委员会在城市社区中的基本性质是什么？	What is the basic nature of a residents' committee in an urban community?	基层群众性自治组织。	A grassroots mass self-governance organization.	居委会协助社区服务、调解和政策落实，但不是独立一级政府。	It assists with community services, mediation, and policy implementation but is not an independent level of government.	government	grassroots_governance	contemporary	urban_china	foundation	GOV_LOCAL_GOVERNMENT	2026-08-06	2026-08-06	qtype::function
gov-soe-031	什么是国有企业？	What is a state-owned enterprise?	由国家拥有或控制资本的重要企业。	An enterprise whose capital is owned or controlled by the state.	国企是经济组织而非政府部门，但在能源、交通、金融等战略行业常承担重要政策和商业职能。	An SOE is a business rather than a government department, but in strategic sectors it often combines major commercial and policy roles.	government	state_sector	contemporary	china	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::identification
gov-central-local-032	中国中央与地方关系的一个基本特点是什么？	What is one basic feature of central–local relations in China?	在中央统一领导下，地方政府承担大量政策执行和发展管理任务。	Local governments carry out extensive policy implementation and development management under unified central leadership.	地方有执行和试验空间，但人事、法律和政策体系保持纵向联系。	Localities have room for implementation and experimentation, while personnel, legal, and policy systems remain vertically connected.	government	central_local_relations	contemporary	china	intermediate	NPC_CONSTITUTION;GOV_LOCAL_GOVERNMENT	2026-08-06	2026-08-06	qtype::significance
gov-local-congress-033	地方人民代表大会的基本职能是什么？	What is the basic function of a local people's congress?	在本行政区域内行使地方国家权力。	To exercise local state power within its administrative area.	地方人大审议本地发展计划和预算，并选举或决定地方国家机关人员。	Local congresses consider development plans and budgets and elect or decide personnel of local state organs.	government	local_government	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::function
gov-local-executive-034	地方人民政府与同级人民代表大会是什么关系？	What is the relationship between a local people's government and the people's congress at the same level?	地方政府是同级国家权力机关的执行机关，并向其负责报告工作。	The local government is the executive organ of the local state-power body and reports to it.	地方政府同时受上一级国家行政机关领导。	A local government is also led by the state administrative organ at the next higher level.	government	local_government	contemporary	china	intermediate	GOV_LOCAL_GOVERNMENT;NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::relationship
gov-law-035	全国性法律与国务院行政法规有什么层级区别？	What is the hierarchical difference between national laws and State Council administrative regulations?	法律由全国人大或其常委会制定，行政法规由国务院依据宪法和法律制定。	Laws are enacted by the NPC or its Standing Committee; administrative regulations are issued by the State Council under the Constitution and laws.	行政法规不得与宪法和法律相抵触。	Administrative regulations may not conflict with the Constitution or national laws.	government	legal_system	contemporary	china	intermediate	NPC_CONSTITUTION	2026-08-06	2026-08-06	qtype::comparison
econ-system-001	中国经济常被官方概括为什么体制？	How is China's economic system commonly described officially?	社会主义市场经济。	A socialist market economy.	市场在许多资源配置中发挥重要作用，同时国家通过规划、监管、国企和产业政策保持强大影响。	Markets play a major role in many allocations, while the state retains strong influence through planning, regulation, SOEs, and industrial policy.	economy	economic_system	reform_era	china	foundation	WB_CHINA_OVERVIEW;IMF_REFORM	2026-08-06	2026-08-06	qtype::identification
econ-reform-002	1978年前后开始的农村改革首先改变了什么？	What did the rural reforms beginning around 1978 first change?	把集体农业生产责任逐步转到农户。	They gradually shifted agricultural production responsibility from collectives to households.	家庭联产承包责任制提高农户的生产自主性，同时土地所有制并未简单变为完全私有。	The household responsibility system increased farm autonomy without simply converting land to full private ownership.	economy	reform_opening	reform_era	rural_china	foundation	IMF_REFORM	2026-08-06	2026-08-06	qtype::significance
econ-reform-003	改革开放中的“双轨制”大意是什么？	What broadly was the dual-track approach during Reform and Opening Up?	在保留部分计划安排的同时，允许市场化交易在边际上发展。	It retained parts of planned allocation while allowing market transactions to grow at the margin.	这种渐进办法减少一次性制度冲击，但也产生价格差、套利和监管问题。	This gradual approach reduced one-time disruption but also created price gaps, arbitrage, and regulatory problems.	economy	reform_opening	reform_era	china	advanced	IMF_REFORM	2026-08-06	2026-08-06	qtype::comparison
